card_name	set_name	rarity
Catch of the Day	Speed Duel- Attack from the Deep_tcg	Super Rare
Djinn Disserere of Rituals	Speed Duel- Attack from the Deep_tcg	Common
Dust Tornado	Speed Duel- Attack from the Deep_tcg	Super Rare
Dweller in the Depths	Speed Duel- Attack from the Deep_tcg	Common
Fishborg Planter	Speed Duel- Attack from the Deep_tcg	Common
Fulfillment of the Contract	Speed Duel- Attack from the Deep_tcg	Common
Fusion Recovery	Speed Duel- Attack from the Deep_tcg	Common
Gilford the Lightning	Speed Duel- Attack from the Deep_tcg	Ultra Rare
Goblin Zombie	Speed Duel- Attack from the Deep_tcg	Common
Great Phantom Thief	Speed Duel- Attack from the Deep_tcg	Common
Great White	Speed Duel- Attack from the Deep_tcg	Common
High Tide Gyojin	Speed Duel- Attack from the Deep_tcg	Common
Imairuka	Speed Duel- Attack from the Deep_tcg	Common
Infernity Beast	Speed Duel- Attack from the Deep_tcg	Common
It's My Lucky Day!	Speed Duel- Attack from the Deep_tcg	Super Rare
Levia-Dragon - Daedalus	Speed Duel- Attack from the Deep_tcg	Ultra Rare
Lost Blue Breaker	Speed Duel- Attack from the Deep_tcg	Common
Magical Undertaker	Speed Duel- Attack from the Deep_tcg	Common
Magician of Faith	Speed Duel- Attack from the Deep_tcg	Ultra Rare
Mask of the Accursed	Speed Duel- Attack from the Deep_tcg	Common
Moray of Greed	Speed Duel- Attack from the Deep_tcg	Common
Mystical Elf	Speed Duel- Attack from the Deep_tcg	Common
Mythic Depths	Speed Duel- Attack from the Deep_tcg	Super Rare
Power of Kaishin	Speed Duel- Attack from the Deep_tcg	Common
Pyramid of Wonders	Speed Duel- Attack from the Deep_tcg	Common
Ready for Intercepting	Speed Duel- Attack from the Deep_tcg	Common
Robbin' Zombie	Speed Duel- Attack from the Deep_tcg	Common
Ryu Senshi	Speed Duel- Attack from the Deep_tcg	Super Rare
Sinister Serpent	Speed Duel- Attack from the Deep_tcg	Common
Slushy	Speed Duel- Attack from the Deep_tcg	Common
Sonic Bird	Speed Duel- Attack from the Deep_tcg	Ultra Rare
Sonic Duck	Speed Duel- Attack from the Deep_tcg	Common
Sword of Dark Destruction	Speed Duel- Attack from the Deep_tcg	Common
The Forceful Checkpoint	Speed Duel- Attack from the Deep_tcg	Ultra Rare
The Legendary Fisherman	Speed Duel- Attack from the Deep_tcg	Common
The World's Greatest Fisherman	Speed Duel- Attack from the Deep_tcg	Ultra Rare
Theban Nightmare	Speed Duel- Attack from the Deep_tcg	Common
Umi	Speed Duel- Attack from the Deep_tcg	Common
Viral Infection	Speed Duel- Attack from the Deep_tcg	Ultra Rare
Warrior Dai Grepher	Speed Duel- Attack from the Deep_tcg	Common
Warrior Elimination	Speed Duel- Attack from the Deep_tcg	Common
Water Hazard	Speed Duel- Attack from the Deep_tcg	Common
Yomi Ship	Speed Duel- Attack from the Deep_tcg	Super Rare
Zombina	Speed Duel- Attack from the Deep_tcg	Super Rare
Absorbing Jar	Speed Duel- Battle City Box_tcg	C
Acid Trap Hole	Speed Duel- Battle City Box_tcg	C
Airknight Parshath	Speed Duel- Battle City Box_tcg	ScR
Airknight Parshath	Speed Duel- Battle City Box_tcg	C
Ally of Justice Clausolas	Speed Duel- Battle City Box_tcg	C
Alpha The Magnet Warrior	Speed Duel- Battle City Box_tcg	C
Amplifier	Speed Duel- Battle City Box_tcg	C
Angel O7	Speed Duel- Battle City Box_tcg	C
Aqua Madoor	Speed Duel- Battle City Box_tcg	C
Archfiend of Gilfer	Speed Duel- Battle City Box_tcg	C
Archfiend's Oath	Speed Duel- Battle City Box_tcg	C
Attack the Moon!	Speed Duel- Battle City Box_tcg	C
Banisher of the Light	Speed Duel- Battle City Box_tcg	C
Banisher of the Radiance	Speed Duel- Battle City Box_tcg	C
Bark of Dark Ruler	Speed Duel- Battle City Box_tcg	C
Battleguard Rage	Speed Duel- Battle City Box_tcg	C
Bazoo the Soul-Eater	Speed Duel- Battle City Box_tcg	C
Beast of Talwar	Speed Duel- Battle City Box_tcg	C
Beasts of Phantom	Speed Duel- Battle City Box_tcg	C
Behemoth the King of All Animals	Speed Duel- Battle City Box_tcg	C
Berfomet	Speed Duel- Battle City Box_tcg	C
Beta The Magnet Warrior	Speed Duel- Battle City Box_tcg	C
Block Golem	Speed Duel- Battle City Box_tcg	C
Blowback Dragon	Speed Duel- Battle City Box_tcg	C
Blue-Eyes White Dragon	Speed Duel- Battle City Box_tcg	ScR
Blue-Eyes White Dragon	Speed Duel- Battle City Box_tcg	C
Bonze Alone	Speed Duel- Battle City Box_tcg	C
Book of Moon	Speed Duel- Battle City Box_tcg	C
Breaker the Magical Warrior	Speed Duel- Battle City Box_tcg	ScR
Breaker the Magical Warrior	Speed Duel- Battle City Box_tcg	C
Buster Blader	Speed Duel- Battle City Box_tcg	ScR
Buster Blader	Speed Duel- Battle City Box_tcg	C
Buster Blader, the Destruction Swordmaster	Speed Duel- Battle City Box_tcg	C
Cestus of Dagla	Speed Duel- Battle City Box_tcg	C
Chimera the Flying Mythical Beast	Speed Duel- Battle City Box_tcg	C
Commencement Dance	Speed Duel- Battle City Box_tcg	C
Copy Knight	Speed Duel- Battle City Box_tcg	C
Cosmic Cyclone	Speed Duel- Battle City Box_tcg	ScR
Cosmic Cyclone	Speed Duel- Battle City Box_tcg	C
Creature Swap	Speed Duel- Battle City Box_tcg	C
Curse of the Masked Beast	Speed Duel- Battle City Box_tcg	C
Cyber Harpie Lady	Speed Duel- Battle City Box_tcg	C
Dark Blade	Speed Duel- Battle City Box_tcg	C
Dark Magic Curtain	Speed Duel- Battle City Box_tcg	C
Dark Magician	Speed Duel- Battle City Box_tcg	ScR
Dark Magician	Speed Duel- Battle City Box_tcg	C
Dark Paladin	Speed Duel- Battle City Box_tcg	ScR
Dark Paladin	Speed Duel- Battle City Box_tcg	C
Dark Scorpion - Gorg the Strong	Speed Duel- Battle City Box_tcg	C
Dark Scorpion - Meanae the Thorn	Speed Duel- Battle City Box_tcg	C
Dark Smog	Speed Duel- Battle City Box_tcg	C
Darklight	Speed Duel- Battle City Box_tcg	C
De-Fusion	Speed Duel- Battle City Box_tcg	C
Delta The Magnet Warrior	Speed Duel- Battle City Box_tcg	C
Delta Tri	Speed Duel- Battle City Box_tcg	C
Des Lacooda	Speed Duel- Battle City Box_tcg	C
Destroyer Golem	Speed Duel- Battle City Box_tcg	C
Destruction Swordsman Fusion	Speed Duel- Battle City Box_tcg	C
Digging for Gold	Speed Duel- Battle City Box_tcg	C
Dimensional Alchemist	Speed Duel- Battle City Box_tcg	C
Dokurorider	Speed Duel- Battle City Box_tcg	C
Draining Shield	Speed Duel- Battle City Box_tcg	C
Drop Off	Speed Duel- Battle City Box_tcg	C
DUCKER Mobile Cannon	Speed Duel- Battle City Box_tcg	C
Dunames Dark Witch	Speed Duel- Battle City Box_tcg	C
Emblem of Dragon Destroyer	Speed Duel- Battle City Box_tcg	C
Embodiment of Apophis	Speed Duel- Battle City Box_tcg	C
Endless Traps	Speed Duel- Battle City Box_tcg	C
Enraged Battle Ox	Speed Duel- Battle City Box_tcg	C
Exiled Force	Speed Duel- Battle City Box_tcg	C
Fairy Wind	Speed Duel- Battle City Box_tcg	C
Falchionβ	Speed Duel- Battle City Box_tcg	C
Fiend's Sanctuary	Speed Duel- Battle City Box_tcg	C
Final Attack Orders	Speed Duel- Battle City Box_tcg	C
Fire Formation - Tenki	Speed Duel- Battle City Box_tcg	ScR
Fire Formation - Tenki	Speed Duel- Battle City Box_tcg	C
Foolish Burial	Speed Duel- Battle City Box_tcg	ScR
Foolish Burial	Speed Duel- Battle City Box_tcg	C
Formation Union	Speed Duel- Battle City Box_tcg	C
Freed the Matchless General	Speed Duel- Battle City Box_tcg	C
Frontline Base	Speed Duel- Battle City Box_tcg	C
Fury of Thunder	Speed Duel- Battle City Box_tcg	C
Fusion Party!	Speed Duel- Battle City Box_tcg	C
Fusion Recycling Plant	Speed Duel- Battle City Box_tcg	C
Gamma The Magnet Warrior	Speed Duel- Battle City Box_tcg	C
Gazelle the King of Mythical Beasts	Speed Duel- Battle City Box_tcg	C
Ghost Knight of Jackal	Speed Duel- Battle City Box_tcg	C
Giant Rat	Speed Duel- Battle City Box_tcg	C
Giant Soldier of Stone	Speed Duel- Battle City Box_tcg	C
Grand Tiki Elder	Speed Duel- Battle City Box_tcg	C
Granmarg the Rock Monarch	Speed Duel- Battle City Box_tcg	C
Green Baboon, Defender of the Forest	Speed Duel- Battle City Box_tcg	C
Guardian Angel Joan	Speed Duel- Battle City Box_tcg	C
Guardians of the Tomb	Speed Duel- Battle City Box_tcg	C
Hammer Shot	Speed Duel- Battle City Box_tcg	C
Hannibal Necromancer	Speed Duel- Battle City Box_tcg	C
Heavy Mech Support Platform	Speed Duel- Battle City Box_tcg	C
Hidden Armory	Speed Duel- Battle City Box_tcg	C
Hieratic Chant	Speed Duel- Battle City Box_tcg	C
Horn of the Phantom Beast	Speed Duel- Battle City Box_tcg	C
Howl of the Wild	Speed Duel- Battle City Box_tcg	C
I'm Just Gonna Attack!	Speed Duel- Battle City Box_tcg	C
Inspiration	Speed Duel- Battle City Box_tcg	C
It's Jinzo!	Speed Duel- Battle City Box_tcg	C
It's No Monster, It's a God!	Speed Duel- Battle City Box_tcg	C
Jade Knight	Speed Duel- Battle City Box_tcg	C
Jinzo	Speed Duel- Battle City Box_tcg	ScR
Jinzo	Speed Duel- Battle City Box_tcg	C
Judgment of Anubis	Speed Duel- Battle City Box_tcg	C
Kaiser Glider	Speed Duel- Battle City Box_tcg	C
Kelbek	Speed Duel- Battle City Box_tcg	C
Keldo	Speed Duel- Battle City Box_tcg	C
Kycoo the Ghost Destroyer	Speed Duel- Battle City Box_tcg	C
La Jinn the Mystical Genie of the Lamp	Speed Duel- Battle City Box_tcg	C
Lightning Blade	Speed Duel- Battle City Box_tcg	C
Lost Wind	Speed Duel- Battle City Box_tcg	ScR
Lost Wind	Speed Duel- Battle City Box_tcg	C
Low Blow	Speed Duel- Battle City Box_tcg	C
Machina Gearframe	Speed Duel- Battle City Box_tcg	C
Machina Peacekeeper	Speed Duel- Battle City Box_tcg	C
Machine Assembly Line	Speed Duel- Battle City Box_tcg	C
Machine King - 3000 B.C.	Speed Duel- Battle City Box_tcg	C
Mage Power	Speed Duel- Battle City Box_tcg	C
Magic Drain	Speed Duel- Battle City Box_tcg	C
Magic Formula	Speed Duel- Battle City Box_tcg	C
Magical Hats	Speed Duel- Battle City Box_tcg	C
Magician's Act	Speed Duel- Battle City Box_tcg	C
Magnet Conversion	Speed Duel- Battle City Box_tcg	C
Magnet Force	Speed Duel- Battle City Box_tcg	C
Magnetic Attraction	Speed Duel- Battle City Box_tcg	C
Magnetic Field	Speed Duel- Battle City Box_tcg	C
Maha Vailo	Speed Duel- Battle City Box_tcg	C
Manticore of Darkness	Speed Duel- Battle City Box_tcg	C
Mask of Brutality	Speed Duel- Battle City Box_tcg	C
Mask of Weakness	Speed Duel- Battle City Box_tcg	C
Masked Beast Des Gardius	Speed Duel- Battle City Box_tcg	ScR
Masked Beast Des Gardius	Speed Duel- Battle City Box_tcg	C
Melchid the Four-Face Beast	Speed Duel- Battle City Box_tcg	C
Metaverse	Speed Duel- Battle City Box_tcg	ScR
Metaverse	Speed Duel- Battle City Box_tcg	C
Mind Crush	Speed Duel- Battle City Box_tcg	C
Mirror Wall	Speed Duel- Battle City Box_tcg	C
Moisture Creature	Speed Duel- Battle City Box_tcg	C
Mudora	Speed Duel- Battle City Box_tcg	C
Mysterious Guard	Speed Duel- Battle City Box_tcg	C
Negate Attack	Speed Duel- Battle City Box_tcg	C
Night Assailant	Speed Duel- Battle City Box_tcg	C
No More Mrs. Nice Mai!	Speed Duel- Battle City Box_tcg	C
Nobleman of Crossout	Speed Duel- Battle City Box_tcg	ScR
Nobleman of Crossout	Speed Duel- Battle City Box_tcg	C
Nobleman of Extermination	Speed Duel- Battle City Box_tcg	C
Obelisk the Tormentor	Speed Duel- Battle City Box_tcg	ScR
Opticlops	Speed Duel- Battle City Box_tcg	C
Paladin of White Dragon	Speed Duel- Battle City Box_tcg	C
Performance of Sword	Speed Duel- Battle City Box_tcg	C
Phantom Beast Cross-Wing	Speed Duel- Battle City Box_tcg	C
Phantom Beast Thunder-Pegasus	Speed Duel- Battle City Box_tcg	C
Phantom Beast Wild-Horn	Speed Duel- Battle City Box_tcg	C
Pitch-Black Warwolf	Speed Duel- Battle City Box_tcg	C
Polymerization	Speed Duel- Battle City Box_tcg	C
Power of Friendship	Speed Duel- Battle City Box_tcg	C
Pre-Preparation of Rites	Speed Duel- Battle City Box_tcg	C
Psychic Shockwave	Speed Duel- Battle City Box_tcg	C
Quantum Cat	Speed Duel- Battle City Box_tcg	C
Rare Metalmorph	Speed Duel- Battle City Box_tcg	C
Red-Eyes Black Dragon	Speed Duel- Battle City Box_tcg	ScR
Red-Eyes Black Dragon	Speed Duel- Battle City Box_tcg	C
Regenerating Mummy	Speed Duel- Battle City Box_tcg	C
Reinforcement of the Army	Speed Duel- Battle City Box_tcg	ScR
Reinforcement of the Army	Speed Duel- Battle City Box_tcg	C
Revival of Dokurorider	Speed Duel- Battle City Box_tcg	C
Riryoku Field	Speed Duel- Battle City Box_tcg	C
Rise of the Fallen	Speed Duel- Battle City Box_tcg	C
Ritual Ceremony	Speed Duel- Battle City Box_tcg	C
Ritual Raven	Speed Duel- Battle City Box_tcg	C
Rock Bombardment	Speed Duel- Battle City Box_tcg	C
Rocket Warrior	Speed Duel- Battle City Box_tcg	C
Roll Out!	Speed Duel- Battle City Box_tcg	C
Rope of Life	Speed Duel- Battle City Box_tcg	C
Saggi the Dark Clown	Speed Duel- Battle City Box_tcg	C
Sealing Ceremony of Mokuton	Speed Duel- Battle City Box_tcg	C
Shining Abyss	Speed Duel- Battle City Box_tcg	C
Shrink	Speed Duel- Battle City Box_tcg	C
Silent Doom	Speed Duel- Battle City Box_tcg	C
Skelengel	Speed Duel- Battle City Box_tcg	C
Skilled Blue Magician	Speed Duel- Battle City Box_tcg	C
Skilled Red Magician	Speed Duel- Battle City Box_tcg	C
Skilled White Magician	Speed Duel- Battle City Box_tcg	C
Slifer the Sky Dragon	Speed Duel- Battle City Box_tcg	ScR
Solitary Sword of Poison	Speed Duel- Battle City Box_tcg	C
Soul Demolition	Speed Duel- Battle City Box_tcg	C
Soul Exchange	Speed Duel- Battle City Box_tcg	C
Spear Dragon	Speed Duel- Battle City Box_tcg	C
Spell Canceller	Speed Duel- Battle City Box_tcg	ScR
Spell Canceller	Speed Duel- Battle City Box_tcg	C
Spell of Mask (Skill Card)	Speed Duel- Battle City Box_tcg	C
Spell Purification	Speed Duel- Battle City Box_tcg	C
Spiritual Forest	Speed Duel- Battle City Box_tcg	C
Storm	Speed Duel- Battle City Box_tcg	C
Strike Ninja	Speed Duel- Battle City Box_tcg	C
Swamp Mirrorer	Speed Duel- Battle City Box_tcg	C
Swarm of Locusts	Speed Duel- Battle City Box_tcg	C
Swarm of Scarabs	Speed Duel- Battle City Box_tcg	C
Swift Gaia the Fierce Knight	Speed Duel- Battle City Box_tcg	ScR
Swift Gaia the Fierce Knight	Speed Duel- Battle City Box_tcg	C
Swordstalker	Speed Duel- Battle City Box_tcg	C
The Big Cattle Drive	Speed Duel- Battle City Box_tcg	C
The Big March of Animals	Speed Duel- Battle City Box_tcg	C
The Fiend Megacyber	Speed Duel- Battle City Box_tcg	C
The Mask of Remnants	Speed Duel- Battle City Box_tcg	C
The Masked Beast	Speed Duel- Battle City Box_tcg	C
The Psychic Duelist	Speed Duel- Battle City Box_tcg	C
The Puppet Magic of Dark Ruler	Speed Duel- Battle City Box_tcg	C
The Rock Spirit	Speed Duel- Battle City Box_tcg	C
The Warrior Returning Alive	Speed Duel- Battle City Box_tcg	C
The Winged Dragon of Ra	Speed Duel- Battle City Box_tcg	ScR
Twin-Barrel Dragon	Speed Duel- Battle City Box_tcg	C
Unbreakable Spirit	Speed Duel- Battle City Box_tcg	C
Union Combination	Speed Duel- Battle City Box_tcg	C
Union Hangar	Speed Duel- Battle City Box_tcg	ScR
Union Hangar	Speed Duel- Battle City Box_tcg	C
Union Scramble	Speed Duel- Battle City Box_tcg	C
United We Stand	Speed Duel- Battle City Box_tcg	C
Valhalla, Hall of the Fallen	Speed Duel- Battle City Box_tcg	ScR
Valhalla, Hall of the Fallen	Speed Duel- Battle City Box_tcg	C
Valkyrion the Magna Warrior	Speed Duel- Battle City Box_tcg	ScR
Valkyrion the Magna Warrior	Speed Duel- Battle City Box_tcg	C
Victory Viper XX03	Speed Duel- Battle City Box_tcg	C
Vorse Raider	Speed Duel- Battle City Box_tcg	C
Waboku	Speed Duel- Battle City Box_tcg	C
Wall of Illusion	Speed Duel- Battle City Box_tcg	C
White Dragon Ritual	Speed Duel- Battle City Box_tcg	C
Widespread Ruin	Speed Duel- Battle City Box_tcg	C
Wild Nature's Release	Speed Duel- Battle City Box_tcg	C
X-Head Cannon	Speed Duel- Battle City Box_tcg	C
XY-Dragon Cannon	Speed Duel- Battle City Box_tcg	C
XYZ-Dragon Cannon	Speed Duel- Battle City Box_tcg	C
XZ-Tank Cannon	Speed Duel- Battle City Box_tcg	C
Y-Dragon Head	Speed Duel- Battle City Box_tcg	C
YZ-Tank Dragon	Speed Duel- Battle City Box_tcg	C
Z-Metal Tank	Speed Duel- Battle City Box_tcg	C
Zero Gravity	Speed Duel- Battle City Box_tcg	C
Zolga	Speed Duel- Battle City Box_tcg	C
Zombyra the Dark	Speed Duel- Battle City Box_tcg	C
Absolute Crusader	Speed Duel- Battle City Finals_tcg	Common
Advent of Ra	Speed Duel- Battle City Finals_tcg	Common
Agido	Speed Duel- Battle City Finals_tcg	Common
Airknight Parshath	Speed Duel- Battle City Finals_tcg	Common
Amazoness Call	Speed Duel- Battle City Finals_tcg	Common
Amazoness Chain Master	Speed Duel- Battle City Finals_tcg	Common
Amazoness Fighting Spirit	Speed Duel- Battle City Finals_tcg	Common
Amazoness Onslaught	Speed Duel- Battle City Finals_tcg	Common
Amazoness Princess	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Amazoness Princess	Speed Duel- Battle City Finals_tcg	Common
Amazoness Queen	Speed Duel- Battle City Finals_tcg	Common
Amazoness Swords Woman	Speed Duel- Battle City Finals_tcg	Common
Ancient Lamp	Speed Duel- Battle City Finals_tcg	Common
Angel O1	Speed Duel- Battle City Finals_tcg	Common
Arcana Triumph Joker	Speed Duel- Battle City Finals_tcg	Common
As I Predicted...!	Speed Duel- Battle City Finals_tcg	Common
Asura Priest	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Asura Priest	Speed Duel- Battle City Finals_tcg	Common
Bashing Shield	Speed Duel- Battle City Finals_tcg	Common
Battle City Bestie	Speed Duel- Battle City Finals_tcg	Common
Battle City Slugger	Speed Duel- Battle City Finals_tcg	Common
Big Shield Gardna	Speed Duel- Battle City Finals_tcg	Common
Blast Held by a Tribute	Speed Duel- Battle City Finals_tcg	Common
Blast with Chain	Speed Duel- Battle City Finals_tcg	Common
Blue Flame Swordsman	Speed Duel- Battle City Finals_tcg	Common
Blue-Eyes Ultimate Dragon	Speed Duel- Battle City Finals_tcg	Common
Blue-Eyes White Dragon	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Blue-Eyes White Dragon	Speed Duel- Battle City Finals_tcg	Common
Book of Moon	Speed Duel- Battle City Finals_tcg	Common
Breaker the Magical Warrior	Speed Duel- Battle City Finals_tcg	Common
Breakthrough Skill	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Breakthrough Skill	Speed Duel- Battle City Finals_tcg	Common
Cataclysmic Crusted Calcifida	Speed Duel- Battle City Finals_tcg	Common
Champion's Vigilance	Speed Duel- Battle City Finals_tcg	Common
Command Knight	Speed Duel- Battle City Finals_tcg	Common
Court of Cards	Speed Duel- Battle City Finals_tcg	Common
Curse of Anubis	Speed Duel- Battle City Finals_tcg	Common
Cyber Harpie Lady	Speed Duel- Battle City Finals_tcg	Common
D.D. Warrior	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
D.D. Warrior	Speed Duel- Battle City Finals_tcg	Common
Dark Jeroid	Speed Duel- Battle City Finals_tcg	Common
Dark Magician	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Dark Magician	Speed Duel- Battle City Finals_tcg	Common
Dark Magician Girl	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Dark Magician Girl	Speed Duel- Battle City Finals_tcg	Common
Dark Necrofear	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Dark Necrofear	Speed Duel- Battle City Finals_tcg	Common
Dark Ruler Ha Des	Speed Duel- Battle City Finals_tcg	Common
Dark Spirit's Mastery	Speed Duel- Battle City Finals_tcg	Common
Des Feral Imp	Speed Duel- Battle City Finals_tcg	Common
Des Lacooda	Speed Duel- Battle City Finals_tcg	Common
Deserts Peril	Speed Duel- Battle City Finals_tcg	Common
Destiny Board	Speed Duel- Battle City Finals_tcg	Common
Doomcaliber Knight	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Doomcaliber Knight	Speed Duel- Battle City Finals_tcg	Common
Doomdog Octhros	Speed Duel- Battle City Finals_tcg	Common
Double Snare	Speed Duel- Battle City Finals_tcg	Common
Dragged Down into the Grave	Speed Duel- Battle City Finals_tcg	Common
Dragon Revival Rhapsody	Speed Duel- Battle City Finals_tcg	Common
Dust Tornado	Speed Duel- Battle City Finals_tcg	Common
Elegant Egotist	Speed Duel- Battle City Finals_tcg	Common
Embodiment of Apophis	Speed Duel- Battle City Finals_tcg	Common
Enemy Controller	Speed Duel- Battle City Finals_tcg	Common
Even the Odds	Speed Duel- Battle City Finals_tcg	Common
Ever Faithful Companions	Speed Duel- Battle City Finals_tcg	Common
Exchange of the Spirit	Speed Duel- Battle City Finals_tcg	Common
Executive Privilege	Speed Duel- Battle City Finals_tcg	Common
Fairy Box	Speed Duel- Battle City Finals_tcg	Common
Fear of the Dark	Speed Duel- Battle City Finals_tcg	Common
Fiendish Rhino Warrior	Speed Duel- Battle City Finals_tcg	Common
Fire Sorcerer	Speed Duel- Battle City Finals_tcg	Common
Fissure	Speed Duel- Battle City Finals_tcg	Common
Floodgate Trap Hole	Speed Duel- Battle City Finals_tcg	Common
Flying Kamakiri #1	Speed Duel- Battle City Finals_tcg	Common
Foolish Burial	Speed Duel- Battle City Finals_tcg	Common
Fusion Devourer	Speed Duel- Battle City Finals_tcg	Common
Fusion Sword Murasame Blade	Speed Duel- Battle City Finals_tcg	Common
Gearfried the Iron Knight	Speed Duel- Battle City Finals_tcg	Common
Gilford the Lightning	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Gilford the Lightning	Speed Duel- Battle City Finals_tcg	Common
Granadora	Speed Duel- Battle City Finals_tcg	Common
Gravekeeper's Commandant	Speed Duel- Battle City Finals_tcg	Common
Gravekeeper's Descendant	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Gravekeeper's Descendant	Speed Duel- Battle City Finals_tcg	Common
Gravekeeper's Guard	Speed Duel- Battle City Finals_tcg	Common
Gravekeeper's Oracle	Speed Duel- Battle City Finals_tcg	Common
Gravekeeper's Recruiter	Speed Duel- Battle City Finals_tcg	Common
Gravekeeper's Spy	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Gravekeeper's Spy	Speed Duel- Battle City Finals_tcg	Common
Gravekeeper's Trap	Speed Duel- Battle City Finals_tcg	Common
Guardian Sphinx	Speed Duel- Battle City Finals_tcg	Common
Guiding Light	Speed Duel- Battle City Finals_tcg	Common
Harpie Channeler	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Harpie Channeler	Speed Duel- Battle City Finals_tcg	Common
Harpie Dancer	Speed Duel- Battle City Finals_tcg	Common
Harpie Lady 1	Speed Duel- Battle City Finals_tcg	Common
Harpie Lady 2	Speed Duel- Battle City Finals_tcg	Common
Harpie Lady Sisters	Speed Duel- Battle City Finals_tcg	Common
Harpie Queen	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Harpie Queen	Speed Duel- Battle City Finals_tcg	Common
Harpie's Kaleidoscope	Speed Duel- Battle City Finals_tcg	Common
Harpie's Pet Dragon - Fearsome Fire Blast	Speed Duel- Battle City Finals_tcg	Common
Harpies' Hunting Ground	Speed Duel- Battle City Finals_tcg	Common
Hidden Soldiers	Speed Duel- Battle City Finals_tcg	Common
Hino-Kagu-Tsuchi	Speed Duel- Battle City Finals_tcg	Common
Holding Arms	Speed Duel- Battle City Finals_tcg	Common
Hysteric Party	Speed Duel- Battle City Finals_tcg	Common
Hysteric Sign	Speed Duel- Battle City Finals_tcg	Common
Imperial Bower	Speed Duel- Battle City Finals_tcg	Common
Injection Fairy Lily	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Injection Fairy Lily	Speed Duel- Battle City Finals_tcg	Common
Invader of Darkness	Speed Duel- Battle City Finals_tcg	Common
Invader of the Throne	Speed Duel- Battle City Finals_tcg	Common
Jack's Knight	Speed Duel- Battle City Finals_tcg	Common
Jinzo	Speed Duel- Battle City Finals_tcg	Common
Joker's Knight	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Joker's Knight	Speed Duel- Battle City Finals_tcg	Common
Joker's Wild	Speed Duel- Battle City Finals_tcg	Common
Jowls of Dark Demise	Speed Duel- Battle City Finals_tcg	Common
Judgment of Anubis	Speed Duel- Battle City Finals_tcg	Common
Keeper of the Valley	Speed Duel- Battle City Finals_tcg	Common
Kelbek	Speed Duel- Battle City Finals_tcg	Common
Keldo	Speed Duel- Battle City Finals_tcg	Common
King of the Swamp	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
King of the Swamp	Speed Duel- Battle City Finals_tcg	Common
King's Knight	Speed Duel- Battle City Finals_tcg	Common
Kunai with Chain	Speed Duel- Battle City Finals_tcg	Common
La Jinn the Mystical Genie of the Lamp	Speed Duel- Battle City Finals_tcg	Common
Lava Golem	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Lava Golem	Speed Duel- Battle City Finals_tcg	Common
Lekunga	Speed Duel- Battle City Finals_tcg	Common
Loop of Destruction	Speed Duel- Battle City Finals_tcg	Common
Lord Poison	Speed Duel- Battle City Finals_tcg	Common
Magician's Valkyria	Speed Duel- Battle City Finals_tcg	Common
Magikuriboh	Speed Duel- Battle City Finals_tcg	Common
Makyura the Destructor	Speed Duel- Battle City Finals_tcg	Common
Malevolence of the Millennium Ring	Speed Duel- Battle City Finals_tcg	Common
Malevolent Catastrophe	Speed Duel- Battle City Finals_tcg	Common
Maxx "C"	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Maxx "C"	Speed Duel- Battle City Finals_tcg	Common
Metal Reflect Slime	Speed Duel- Battle City Finals_tcg	Common
Millennium Revelation	Speed Duel- Battle City Finals_tcg	Common
Mirage of Nightmare	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Mirage of Nightmare	Speed Duel- Battle City Finals_tcg	Common
Mirror Wall	Speed Duel- Battle City Finals_tcg	Common
Mobius the Frost Monarch	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Mobius the Frost Monarch	Speed Duel- Battle City Finals_tcg	Common
Monster Reborn	Speed Duel- Battle City Finals_tcg	Common
Mudora	Speed Duel- Battle City Finals_tcg	Common
Mudora the Sword Oracle	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
Mudora the Sword Oracle	Speed Duel- Battle City Finals_tcg	Common
Mystic Tomato	Speed Duel- Battle City Finals_tcg	Common
Mystical Beast of Serket	Speed Duel- Battle City Finals_tcg	Common
Mystical Space Typhoon	Speed Duel- Battle City Finals_tcg	Common
Necrovalley	Speed Duel- Battle City Finals_tcg	Prismatic Secret Rare
